Index,Practitioner Name,Address,Phone,Email,Website,Google Maps URL
63,Start Loving Yourself,91 New Rd,+44 7747 037307,,http://www.startlovingyourself.co.uk/,https://www.google.com/maps/place/Start+Loving+Yourself/data=!4m7!3m6!1s0x486e59b81d4c7fc3:0x4b4f6869cead2062!8m2!3d51.7298874!4d-3.8369849!16s%2Fg%2F11h84ysb_f!19sChIJw39MHbhZbkgRYiCtzmloT0s?authuser=0&hl=am&rclk=1
64,Relax with Reiki Light Pembrokeshire,29 Ffynnon Wen,+44 7477 685668,reikilightpembrokeshire@gmail.com,http://reikilightpembrokeshire.co.uk/,https://www.google.com/maps/place/Relax+with+Reiki+Light+Pembrokeshire/data=!4m7!3m6!1s0x48691fde768895bb:0x3fb675a4628c459a!8m2!3d51.87846!4d-5.2677518!16s%2Fg%2F11fpkm4vz1!19sChIJu5WIdt4faUgRmkWMYqR1tj8?authuser=0&hl=am&rclk=1
65,The Reiki Room,16 Ty Pwca Rd,+44 7720 633345,,,https://www.google.com/maps/place/The+Reiki+Room/data=!4m7!3m6!1s0x4871df30552ecef3:0x9a9473f5cf160c0c!8m2!3d51.6654145!4d-3.036821!16s%2Fg%2F11tf40jfk0!19sChIJ884uVTDfcUgRDAwWz_VzlJo?authuser=0&hl=am&rclk=1
66,Shanti Holistic Therapy,Ty'r Odyn,+44 7939 997656,info@shantiholistictherapy.co.uk,https://www.shantiholistictherapy.co.uk/,https://www.google.com/maps/place/Shanti+Holistic+Therapy/data=!4m7!3m6!1s0x486fabeeecd720dd:0x2cf7865a4571cd51!8m2!3d52.0241835!4d-3.8787424!16s%2Fg%2F11t8gqkht5!19sChIJ3SDX7O6rb0gRUc1xRVqG9yw?authuser=0&hl=am&rclk=1
67,Acorn Reiki,8 Springfield Rd,+44 7369 249240,,,https://www.google.com/maps/place/Acorn+Reiki/data=!4m7!3m6!1s0x486e3f8502590eaf:0x1330c8cb5843b3e8!8m2!3d51.6779442!4d-3.4879943!16s%2Fg%2F11jt4gfntg!19sChIJrw5ZAoU_bkgR6LNDWMvIMBM?authuser=0&hl=am&rclk=1
68,Reiki Healing and Training North Wales,48 Deganwy Rd,,hello@reikinorthwales.com?subject=Enquiry%20via%20website,https://www.reikinorthwales.com/,https://www.google.com/maps/place/Reiki+Healing+and+Training+North+Wales/data=!4m7!3m6!1s0x48651fc5557f78e5:0x5381669f227b1797!8m2!3d53.3003738!4d-3.835426!16s%2Fg%2F11q3mgs4yj!19sChIJ5Xh_VcUfZUgRlxd7Ip9mgVM?authuser=0&hl=am&rclk=1
69,Canolfan Seren,Rhos Y Garth,+44 7796 186021,nia@canolfanseren.co.uk,http://www.canolfanseren.co.uk/,https://www.google.com/maps/place/Canolfan+Seren/data=!4m7!3m6!1s0x486f0b0e331fdded:0xae7dbcdac9cc4256!8m2!3d52.2551745!4d-4.0795457!16s%2Fg%2F11h04p2tt3!19sChIJ7d0fMw4Lb0gRVkLMydq8fa4?authuser=0&hl=am&rclk=1
70,Hope and Healing Reiki,8 Rest Bay Cl,+44 7492 742321,Noelledejorge@gmail.com,https://www.facebook.com/nellthespell/,https://www.google.com/maps/place/Hope+and+Healing+Reiki/data=!4m7!3m6!1s0x486e652aee41ccd7:0x5c46b9ee9950165c!8m2!3d51.4876122!4d-3.7202278!16s%2Fg%2F11rzcqf6tr!19sChIJ18xB7iplbkgRXBZQme65Rlw?authuser=0&hl=am&rclk=1
71,REIKI by HELEN,"HEALTH HWB, 10 High St",+44 7855 646430,,,https://www.google.com/maps/place/REIKI+by+HELEN/data=!4m7!3m6!1s0x486e05bfd036d03b:0x46ba5e4720e2abf1!8m2!3d51.3996583!4d-3.2842925!16s%2Fg%2F11x07wq4xc!19sChIJO9A20L8FbkgR8aviIEdeukY?authuser=0&hl=am&rclk=1
72,Anglesey Healing Centre,8 Fron Ogwen,+44 7771 280824,vivreiki@hotmail.com,http://www.angleseyhealingcentre.co.uk/,https://www.google.com/maps/place/Anglesey+Healing+Centre/data=!4m7!3m6!1s0x48650650b6c838a5:0x9ddd52cef4eb3897!8m2!3d53.185604!4d-4.080278!16s%2Fg%2F11f0wr3mcd!19sChIJpTjItlAGZUgRlzjr9M5S3Z0?authuser=0&hl=am&rclk=1
73,Healing with Angels,17 St Peter's Cl,,,http://healingangels.weebly.com/,https://www.google.com/maps/place/Healing+with+Angels/data=!4m7!3m6!1s0x4871d669f1736547:0x98d147ff0f93ad02!8m2!3d51.875683!4d-3.1062126!16s%2Fg%2F11c6y_yr4r!19sChIJR2Vz8WnWcUgRAq2TD_9H0Zg?authuser=0&hl=am&rclk=1
74,"Holistic Wishes, Hypnotherapy, Reiki and Meditation",23 2 Chepstow Rd,+44 7745 861213,typesetit@att.net,http://holisticwishes.com/,"https://www.google.com/maps/place/Holistic+Wishes,+Hypnotherapy,+Reiki+and+Meditation/data=!4m7!3m6!1s0x4871e70028fa870f:0x32bb363db2aaee42!8m2!3d51.5909697!4d-2.9893152!16s%2Fg%2F11w41yzggv!19sChIJD4f6KADncUgRQu6qsj02uzI?authuser=0&hl=am&rclk=1"
75,EJS Reiki Therapy,1 Pandy Rd,+44 7539 850430,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.ejsreiki.co.uk/,https://www.google.com/maps/place/EJS+Reiki+Therapy/data=!4m7!3m6!1s0x486e1f5248a6db01:0x13b009a2680256e4!8m2!3d51.5904845!4d-3.1995807!16s%2Fg%2F11x739_0z4!19sChIJAdumSFIfbkgR5FYCaKIJsBM?authuser=0&hl=am&rclk=1
76,SoulTree Therapies,"Meanwhile House Cardiff, Curran Embankment",+44 7864 179859,soultreetherapies@gmail.com,http://soultreetherapies.co.uk/,https://www.google.com/maps/place/SoulTree+Therapies/data=!4m7!3m6!1s0x486e1cc3956687b9:0x218bafa2488f3046!8m2!3d51.471895!4d-3.1792343!16s%2Fg%2F11ggz9sfvn!19sChIJuYdmlcMcbkgRRjCPSKKviyE?authuser=0&hl=am&rclk=1
